Google Scholar Category,Google Scholar Subcategory,Venue,h5 Index,cs_venue,fuzzy_venue_matches,paper_count
Physics & Mathematics,Discrete Mathematics,journal-of-combinatorial-theory-series-a,28,0,"Journal of Combinatorial Theory, Series A, Journal of Combinatorial Theory, Series B",25
Physics & Mathematics,Discrete Mathematics,algebra-and-number-theory,26,0,Algebra & Number Theory,9
Physics & Mathematics,Discrete Mathematics,discrete-mathematics,26,0,Discrete Mathematics,4
Physics & Mathematics,Discrete Mathematics,siam-journal-on-discrete-mathematics,26,0,SIAM Journal on Discrete Mathematics,4
Physics & Mathematics,Discrete Mathematics,random-structures-and-algorithms,25,0,Random Structures and Algorithms,2
Physics & Mathematics,Discrete Mathematics,european-journal-of-combinatorics,24,0,European Journal of Combinatorics,7
Physics & Mathematics,Discrete Mathematics,journal-of-combinatorial-optimization,24,0,Journal of Combinatorial Optimization,7
Physics & Mathematics,Discrete Mathematics,the-electronic-journal-of-combinatorics,24,0,Electronic Journal of Combinatorics,10
Physics & Mathematics,Discrete Mathematics,journal-of-graph-theory,22,0,Journal of Group Theory,2
Physics & Mathematics,Discrete Mathematics,research-in-the-mathematical-sciences,21,0,Research in the Mathematical Sciences,1
Physics & Mathematics,Discrete Mathematics,journal-of-number-theory,20,0,Journal of Number Theory,12
Physics & Mathematics,Discrete Mathematics,advances-in-mathematics-of-communications,18,0,Advances in Mathematics of Communications,9
Physics & Mathematics,Electromagnetism,ieee-transactions-on-antennas-and-propagation,97,0,IEEE Transactions on Antennas and Propagation,9
Physics & Mathematics,Electromagnetism,ieee-antennas-and-wireless-propagation-letters,68,0,IEEE Antennas and Wireless Propagation Letters,1
Physics & Mathematics,Electromagnetism,ieee-transactions-on-microwave-theory-and-techniques,68,0,IEEE Transactions on Microwave Theory and Techniques,2
Physics & Mathematics,Electromagnetism,microwave-and-optical-technology-letters,40,0,Microwave and Optical Technology Letters,1
Physics & Mathematics,Electromagnetism,international-journal-of-rf-and-microwave-computer-aided-engineering,40,0,International Journal of Rf and Microwave Computer-aided Engineering,2
Physics & Mathematics,Electromagnetism,iet-microwaves-antennas-and-propagation,38,0,Iet Microwaves Antennas & Propagation,1
Physics & Mathematics,Electromagnetism,ieee-journal-of-microwaves,32,0,IEEE journal of microwaves,2
Physics & Mathematics,Electromagnetism,ieee-open-journal-of-antennas-and-propagation,30,0,IEEE Open Journal of Antennas and Propagation,1
Physics & Mathematics,Electromagnetism,international-journal-of-numerical-modelling-electronic-networks-devices-and-fields,29,0,International Journal of Numerical Modelling-electronic Networks Devices and Fields,1
Physics & Mathematics,Electromagnetism,international-journal-of-microwave-and-wireless-technologies,29,0,International Journal of Wireless and Microwave Technologies,2
Physics & Mathematics,Electromagnetism,international-journal-of-antennas-and-propagation,28,0,International Journal of Antennas and Propagation,10
Physics & Mathematics,Fluid Mechanics,physics-of-fluids,84,0,Physics of Fluids,28
Physics & Mathematics,Fluid Mechanics,journal-of-fluid-mechanics,75,0,Journal of Fluid Mechanics,9
Physics & Mathematics,Fluid Mechanics,physical-review-fluids,52,0,Physical review fluids,7
Physics & Mathematics,Fluid Mechanics,international-journal-of-multiphase-flow,48,0,International Journal of Multiphase Flow,1
Physics & Mathematics,Fluid Mechanics,experimental-thermal-and-fluid-science,40,0,Experimental Thermal and Fluid Science,1
Physics & Mathematics,Fluid Mechanics,experiments-in-fluids,37,0,Experiments in Fluids,1
Physics & Mathematics,Fluid Mechanics,fluids,33,0,Fluids,6
Physics & Mathematics,Fluid Mechanics,flow-turbulence-and-combustion,32,0,"Flow, turbulence and combustion",4
Physics & Mathematics,Fluid Mechanics,international-journal-for-numerical-methods-in-fluids,26,0,International Journal for Numerical Methods in Fluids,1
Physics & Mathematics,Fluid Mechanics,environmental-fluid-mechanics,25,0,Environmental Fluid Mechanics,1
Physics & Mathematics,Fluid Mechanics,theoretical-and-computational-fluid-dynamics,24,0,Theoretical and Computational Fluid Dynamics,9
Physics & Mathematics,Geometry,inventiones-mathematicae,53,0,Inventiones Mathematicae,8
Physics & Mathematics,Geometry,mathematische-annalen,36,0,Mathematische Annalen,10
Physics & Mathematics,Geometry,international-journal-of-geometric-methods-in-modern-physics,34,0,International Journal of Geometric Methods in Modern Physics,3
Physics & Mathematics,Geometry,journal-of-differential-geometry,32,0,Journal of Differential Geometry,1
Physics & Mathematics,Geometry,journal-of-geometry-and-physics,29,0,Journal of Geometry and Physics,18
Physics & Mathematics,Geometry,the-journal-of-geometric-analysis,29,0,Journal of Geometric Analysis,5
Physics & Mathematics,Geometry,forum-of-mathematics-sigma,28,0,"Forum of Mathematics, Sigma",4
Physics & Mathematics,Geometry,mathematische-zeitschrift,28,0,Mathematische Zeitschrift,19
Physics & Mathematics,Geometry,discrete-and-computational-geometry,24,0,Discrete and Computational Geometry,3
Physics & Mathematics,Geometry,journal-of-topology,24,0,"Journal of Otology, Journal of Topology, Journal of Toxicology, Journal of otology",39
Physics & Mathematics,Geometry,symposium-on-computational-geometry,22,0,Symposium on Computational Geometry,2
Physics & Mathematics,Geometry,algebraic-and-geometric-topology,22,0,Algebraic & Geometric Topology,12
Physics & Mathematics,Geometry,annales-de-linstitut-fourier,22,0,Annales de l'Institut Fourier,5
Physics & Mathematics,Geometry,topology-and-its-applications,22,0,Topology and its Applications,5
Physics & Mathematics,Geometry,mathematical-research-letters,22,0,Mathematical Research Letters,17
Physics & Mathematics,Geometry,algebraic-geometry,20,0,Algebraic geometry,3
Physics & Mathematics,Geometry,communications-in-analysis-and-geometry,20,0,Communications in Analysis and Geometry,3
Physics & Mathematics,Geophysics,geophysical-research-letters,108,0,Geophysical Research Letters,14
Physics & Mathematics,Geophysics,geophysics,63,0,Geophysics,5
Physics & Mathematics,Geophysics,geophysical-journal-international,57,0,Geophysical Journal International,15
Physics & Mathematics,Geophysics,journal-of-geodesy,51,0,Journal of geodesy,2
Physics & Mathematics,Geophysics,seismological-research-letters,51,0,Seismological Research Letters,3
Physics & Mathematics,Geophysics,surveys-in-geophysics,47,0,Surveys in Geophysics,2
Physics & Mathematics,Geophysics,geothermics,47,0,Geothermics,1
Physics & Mathematics,Geophysics,geochemistry-geophysics-geosystems,47,0,Geochemistry Geophysics Geosystems,1
Physics & Mathematics,Geophysics,pure-and-applied-geophysics,45,0,Pure and Applied Geophysics,4
Physics & Mathematics,Geophysics,tectonophysics,41,0,Tectonophysics,1
Physics & Mathematics,Geophysics,earth-planets-and-space,37,0,"Earth, Planets and Space",5
Physics & Mathematics,Geophysics,solid-earth,34,0,Solid Earth,6
Physics & Mathematics,High Energy & Nuclear Physics,physical-review-d,169,0,"Physical Review A, Physical Review B, Physical Review C, Physical Review E, Physical review",825
Physics & Mathematics,High Energy & Nuclear Physics,journal-of-high-energy-physics,155,0,Journal of High Energy Physics,100
Physics & Mathematics,High Energy & Nuclear Physics,the-european-physical-journal-c,117,0,"European Physical Journal C, The European Physical Journal A, The European Physical Journal B, The European Physical Journal C",80
Physics & Mathematics,High Energy & Nuclear Physics,physics-letters-b,103,0,"Physics Letters, Physics Letters B",83
Physics & Mathematics,High Energy & Nuclear Physics,physics-reports,94,0,"Biophysics reports, Physics Reports",11
Physics & Mathematics,High Energy & Nuclear Physics,physical-review-c,77,0,"Physical Review A, Physical Review B, Physical Review C, Physical Review E, Physical review",825
Physics & Mathematics,High Energy & Nuclear Physics,progress-in-particle-and-nuclear-physics,64,0,Progress in Particle and Nuclear Physics,1
Physics & Mathematics,High Energy & Nuclear Physics,nuclear-physics-b,56,0,"Nuclear Physics, Nuclear Physics B, Nuclear physics",83
Physics & Mathematics,High Energy & Nuclear Physics,journal-of-instrumentation,50,0,Journal of Instrumentation,33
Physics & Mathematics,High Energy & Nuclear Physics,the-european-physical-journal-a,49,0,"The European Physical Journal A, The European Physical Journal B, The European Physical Journal C",11
Physics & Mathematics,High Energy & Nuclear Physics,annals-of-physics,48,0,Annals of Physics,4
Physics & Mathematics,High Energy & Nuclear Physics,chinese-physics-c,46,0,"Chinese Physics, Chinese Physics B, Chinese Physics C",9
Physics & Mathematics,High Energy & Nuclear Physics,fortschritte-der-physik,44,0,Fortschritte der Physik,11
Physics & Mathematics,High Energy & Nuclear Physics,journal-of-synchrotron-radiation,41,0,Journal of Synchrotron Radiation,4
Physics & Mathematics,High Energy & Nuclear Physics,physical-review-accelerators-and-beams,39,0,Physical review accelerators and beams,9
Physics & Mathematics,High Energy & Nuclear Physics,progress-of-theoretical-and-experimental-physics,36,0,"Progress of Theoretical and Experimental Physics, Progress of theoretical and experimental physics",4
Physics & Mathematics,High Energy & Nuclear Physics,ieee-transactions-on-nuclear-science,36,0,IEEE Transactions on Nuclear Science,3
Physics & Mathematics,High Energy & Nuclear Physics,international-journal-of-modern-physics-a,35,0,"International Journal of Modern Physics, International Journal of Modern Physics B, International Journal of Modern Physics C, International Journal of Modern Physics D, International journal of modern physics.",72
Physics & Mathematics,Mathematical Analysis,advances-in-difference-equations,71,0,Advances in Difference Equations,40
Physics & Mathematics,Mathematical Analysis,mathematical-methods-in-the-applied-sciences,64,0,Mathematical Methods in The Applied Sciences,2
Physics & Mathematics,Mathematical Analysis,journal-of-differential-equations,55,0,Journal of Differential Equations,2
Physics & Mathematics,Mathematical Analysis,archive-for-rational-mechanics-and-analysis,46,0,Archive for Rational Mechanics and Analysis,2
Physics & Mathematics,Mathematical Analysis,communications-on-pure-and-applied-mathematics,44,0,Communications on Pure and Applied Mathematics,2
Physics & Mathematics,Mathematical Analysis,calculus-of-variations-and-partial-differential-equations,41,0,Calculus of Variations and Partial Differential Equations,3
Physics & Mathematics,Mathematical Analysis,journal-of-inequalities-and-applications,40,0,Journal of Inequalities and Applications,11
Physics & Mathematics,Mathematical Analysis,journal-of-mathematical-analysis-and-applications,40,0,Journal of Mathematical Analysis and Applications,25
Physics & Mathematics,Mathematical Analysis,journal-of-functional-analysis,40,0,Journal of Functional Analysis,8
Physics & Mathematics,Mathematical Analysis,journal-de-mathematiques-pures-et-appliquees,38,0,Journal de Mathématiques Pures et Appliquées,1
Physics & Mathematics,Mathematical Analysis,revista-de-la-real-academia-de-ciencias-exactas-fisicas-y-naturales-serie-a-matematicas,37,0,Revista De La Real Academia De Ciencias Exactas Fisicas Y Naturales Serie A-matematicas,3
Physics & Mathematics,Mathematical Analysis,journal-of-function-spaces,35,0,Journal of function spaces,27
Physics & Mathematics,Mathematical Analysis,discrete-and-continuous-dynamical-systems-series-a,30,0,"Discrete and Continuous Dynamical Systems, Discrete and Continuous Dynamical Systems - Series S, Discrete and Continuous Dynamical Systems-series B",40
Physics & Mathematics,Mathematical Optimization,mathematical-programming,63,0,Mathematical Programming,8
Physics & Mathematics,Mathematical Optimization,structural-and-multidisciplinary-optimization,60,0,Structural and Multidisciplinary Optimization,32
Physics & Mathematics,Mathematical Optimization,siam-journal-on-optimization,56,0,Siam Journal on Optimization,2
Physics & Mathematics,Mathematical Optimization,mathematics-of-operations-research,44,0,Mathematics of Operations Research,10
Physics & Mathematics,Mathematical Optimization,journal-of-optimization-theory-and-applications,36,0,Journal of Optimization Theory and Applications,2
Physics & Mathematics,Mathematical Optimization,rairo-operations-research,35,0,Rairo-operations Research,4
Physics & Mathematics,Mathematical Optimization,engineering-optimization,33,0,"Engineering Optimization, Optimization and Engineering",17
Physics & Mathematics,Mathematical Optimization,journal-of-global-optimization,32,0,Journal of Global Optimization,6
Physics & Mathematics,Mathematical Optimization,optimization,32,0,Optimization,1
Physics & Mathematics,Mathematical Optimization,optimization-methods-and-software,32,0,Optimization Methods & Software,2
Physics & Mathematics,Mathematical Optimization,applied-mathematics-and-optimization,32,0,Applied Mathematics and Optimization,2
Physics & Mathematics,Mathematical Optimization,computational-optimization-and-applications,31,0,Computational Optimization and Applications,6
Physics & Mathematics,Mathematical Optimization,optimization-letters,30,0,Optimization Letters,6
Physics & Mathematics,Mathematical Optimization,optimization-and-engineering,30,0,"Engineering Optimization, Optimization and Engineering",17
Physics & Mathematics,Mathematical Optimization,journal-of-industrial-and-management-optimization,27,0,Journal of Industrial and Management Optimization,32
Physics & Mathematics,Mathematical Optimization,operations-research-letters,26,0,Operations Research Letters,5
Physics & Mathematics,Mathematical Optimization,set-valued-and-variational-analysis,22,0,Set-valued and Variational Analysis,4
Physics & Mathematics,Mathematical Physics,communications-in-mathematical-physics,60,0,"Communications in Mathematical Physics, Communications in Mathematical Sciences",15
Physics & Mathematics,Mathematical Physics,journal-of-statistical-mechanics-theory-and-experiment,52,0,Journal of Statistical Mechanics: Theory and Experiment,61
Physics & Mathematics,Mathematical Physics,annals-of-physics,48,0,Annals of Physics,4
Physics & Mathematics,Mathematical Physics,journal-of-mathematical-physics,40,0,Journal of Mathematical Physics,46
Physics & Mathematics,Mathematical Physics,international-journal-of-geometric-methods-in-modern-physics,34,0,International Journal of Geometric Methods in Modern Physics,3
Physics & Mathematics,Mathematical Physics,international-journal-of-theoretical-physics,34,0,International Journal of Theoretical Physics,5
Physics & Mathematics,Mathematical Physics,journal-of-statistical-physics,33,0,Journal of Statistical Physics,13
Physics & Mathematics,Mathematical Physics,journal-of-geometry-and-physics,29,0,Journal of Geometry and Physics,18
Physics & Mathematics,Mathematical Physics,annales-henri-poincare,29,0,Annales Henri Poincaré,3
Physics & Mathematics,Mathematical Physics,letters-in-mathematical-physics,28,0,Letters in Mathematical Physics,12
Physics & Mathematics,Mathematical Physics,advances-in-theoretical-and-mathematical-physics,26,0,Advances in Theoretical and Mathematical Physics,4
Physics & Mathematics,Mathematical Physics,sigma-symmetry-integrability-and-geometry-methods-and-applications,22,0,Symmetry Integrability and Geometry-methods and Applications,19
Physics & Mathematics,Mathematical Physics,advances-in-mathematical-physics,22,0,Advances in Mathematical Physics,16
Physics & Mathematics,Mathematical Physics,reviews-in-mathematical-physics,21,0,Reviews in Mathematical Physics,1
Physics & Mathematics,Mathematical Physics,journal-of-spectral-theory,19,0,Journal of spectral theory,1
Physics & Mathematics,Mathematical Physics,advances-in-applied-clifford-algebras,19,0,Advances in Applied Clifford Algebras,3
Physics & Mathematics,Mathematical Physics,journal-of-noncommutative-geometry,16,0,Journal of Noncommutative Geometry,8
Physics & Mathematics,Mathematical Physics,reports-on-mathematical-physics,15,0,Reports on Mathematical Physics,1
Physics & Mathematics,Nonlinear Science,chaos-solitons-and-fractals,120,0,"Chaos Solitons & Fractals, Chaos, Solitons & Fractals",138
Physics & Mathematics,Nonlinear Science,nonlinear-dynamics,94,0,Nonlinear Dynamics,30
Physics & Mathematics,Nonlinear Science,advances-in-difference-equations,71,0,Advances in Difference Equations,40
Physics & Mathematics,Nonlinear Science,communications-in-nonlinear-science-and-numerical-simulation,60,0,Communications in Nonlinear Science and Numerical Simulation,7
Physics & Mathematics,Nonlinear Science,fractals,53,0,Fractals,2
Physics & Mathematics,Nonlinear Science,fractal-and-fractional,45,0,Fractal and fractional,3
Physics & Mathematics,Nonlinear Science,physica-d-nonlinear-phenomena,42,0,Physica D: Nonlinear Phenomena,184
Physics & Mathematics,Nonlinear Science,nonlinear-analysis-hybrid-systems,42,0,Nonlinear Analysis: Hybrid Systems,1
Physics & Mathematics,Nonlinear Science,international-journal-of-bifurcation-and-chaos,38,0,International Journal of Bifurcation and Chaos,8
Physics & Mathematics,Nonlinear Science,journal-of-nonlinear-science,35,0,Journal of Nonlinear Science,3
Physics & Mathematics,Nonlinear Science,discrete-dynamics-in-nature-and-society,35,0,Discrete Dynamics in Nature and Society,116
Physics & Mathematics,Nonlinear Science,nonlinear-analysis-real-world-applications,35,0,Nonlinear Analysis-real World Applications,1
Physics & Mathematics,Nonlinear Science,nonlinearity,34,0,Nonlinearity,6
Physics & Mathematics,Nonlinear Science,discrete-and-continuous-dynamical-systems-series-b,32,0,"Discrete and Continuous Dynamical Systems, Discrete and Continuous Dynamical Systems - Series S, Discrete and Continuous Dynamical Systems-series B",40
Physics & Mathematics,Nonlinear Science,discrete-and-continuous-dynamical-systems-series-a,30,0,"Discrete and Continuous Dynamical Systems, Discrete and Continuous Dynamical Systems - Series S, Discrete and Continuous Dynamical Systems-series B",40
Physics & Mathematics,Nonlinear Science,siam-journal-on-applied-dynamical-systems,29,0,Siam Journal on Applied Dynamical Systems,15
Physics & Mathematics,Nonlinear Science,journal-of-dynamics-and-differential-equations,29,0,Journal of Dynamics and Differential Equations,1
Physics & Mathematics,Nonlinear Science,multibody-system-dynamics,28,0,Multibody System Dynamics,1
Physics & Mathematics,Optics & Photonics,light-science-and-applications,118,0,Light-Science & Applications,13
Physics & Mathematics,Optics & Photonics,advanced-optical-materials,117,0,Advanced Optical Materials,2
Physics & Mathematics,Optics & Photonics,optica,102,0,Optica,3
Physics & Mathematics,Optics & Photonics,optics-express,100,0,Optics Express,10
Physics & Mathematics,Optics & Photonics,journal-of-lightwave-technology,87,0,Journal of Lightwave Technology,4
Physics & Mathematics,Optics & Photonics,acs-photonics,82,0,ACS Photonics,3
Physics & Mathematics,Optics & Photonics,nanophotonics,81,0,Nanophotonics,1
Physics & Mathematics,Optics & Photonics,optik,79,0,Optik,1
Physics & Mathematics,Optics & Photonics,optics-letters,71,0,Optics Letters,3
Physics & Mathematics,Optics & Photonics,photonics-research,69,0,Photonics Research,1
Physics & Mathematics,Optics & Photonics,conference-on-lasers-and-electro-optics-cleo,67,0,Conference on Lasers and Electro-Optics,2
Physics & Mathematics,Optics & Photonics,ieee-journal-of-selected-topics-in-quantum-electronics,62,0,IEEE Journal of Selected Topics in Quantum Electronics,3
Physics & Mathematics,Optics & Photonics,quantum-science-and-technology,60,0,Quantum science and technology,12
Physics & Mathematics,Optics & Photonics,apl-photonics,60,0,APL photonics,2
Physics & Mathematics,Physics & Mathematics (general),nature-physics,145,0,Nature Physics,6
Physics & Mathematics,Physics & Mathematics (general),journal-of-molecular-liquids,130,0,Journal of Molecular Liquids,1
Physics & Mathematics,Physics & Mathematics (general),ieee-transactions-on-instrumentation-and-measurement,102,0,IEEE Transactions on Instrumentation and Measurement,41
Physics & Mathematics,Physics & Mathematics (general),nature-reviews-physics,101,0,Nature Reviews Physics,3
Physics & Mathematics,Physics & Mathematics (general),symmetry,95,0,Symmetry,354
Physics & Mathematics,Physics & Mathematics (general),physica-a-statistical-mechanics-and-its-applications,93,0,Physica A: Statistical Mechanics and its Applications,16
Physics & Mathematics,Physics & Mathematics (general),reviews-of-modern-physics,91,0,Reviews of Modern Physics,3
Physics & Mathematics,Physics & Mathematics (general),results-in-physics,91,0,Results in physics,9
Physics & Mathematics,Physics & Mathematics (general),quantum,89,0,Quantum,20
Physics & Mathematics,Physics & Mathematics (general),entropy,87,0,Entropy,868
Physics & Mathematics,Physics & Mathematics (general),physical-review-a,86,0,"Physical Review A, Physical Review B, Physical Review C, Physical Review E, Physical review",825
Physics & Mathematics,Physics & Mathematics (general),mathematics,86,0,Mathematics,346
Physics & Mathematics,Physics & Mathematics (general),prx-quantum,81,0,PRX quantum,8
Physics & Mathematics,Physics & Mathematics (general),physical-review-e,76,0,"Physical Review A, Physical Review B, Physical Review C, Physical Review E, Physical review",825
Physics & Mathematics,Physics & Mathematics (general),npj-quantum-information,74,0,npj Quantum Information,14
Physics & Mathematics,Physics & Mathematics (general),applied-mathematical-modelling,74,0,Applied Mathematical Modelling,11
Physics & Mathematics,Physics & Mathematics (general),computer-physics-communications,71,0,Computer Physics Communications,33
Physics & Mathematics,Physics & Mathematics (general),new-journal-of-physics,71,0,"Journal of physics, New Journal of Physics",6826
Physics & Mathematics,Plasma & Fusion,nuclear-fusion,60,0,Nuclear Fusion,13
Physics & Mathematics,Plasma & Fusion,physics-of-plasmas,49,0,Physics of Plasmas,25
Physics & Mathematics,Plasma & Fusion,plasma-sources-science-and-technology,47,0,Plasma Sources Science and Technology,3
Physics & Mathematics,Plasma & Fusion,fusion-engineering-and-design,39,0,Fusion Engineering and Design,1
Physics & Mathematics,Plasma & Fusion,plasma-physics-and-controlled-fusion,38,0,Plasma Physics and Controlled Fusion,9
Physics & Mathematics,Plasma & Fusion,ieee-transactions-on-plasma-science,34,0,IEEE Transactions on Plasma Science,4
Physics & Mathematics,Plasma & Fusion,nuclear-materials-and-energy,32,0,Nuclear materials and energy,1
Physics & Mathematics,Plasma & Fusion,journal-of-plasma-physics,31,0,Journal of Plasma Physics,4
Physics & Mathematics,Plasma & Fusion,fusion-science-and-technology,20,0,Combustion Science and Technology,1
Physics & Mathematics,Plasma & Fusion,journal-of-fusion-energy,19,0,Journal of Fusion Energy,1
Physics & Mathematics,Plasma & Fusion,contributions-to-plasma-physics,18,0,Contributions To Plasma Physics,2
Physics & Mathematics,Plasma & Fusion,plasma,15,0,Plasma,2
Physics & Mathematics,Probability & Statistics with Applications,the-annals-of-statistics,81,0,Annals of Statistics,40
Physics & Mathematics,Probability & Statistics with Applications,journal-of-the-american-statistical-association,76,0,Journal of the American Statistical Association,124
Physics & Mathematics,Probability & Statistics with Applications,journal-of-econometrics,68,0,"Econometrics Journal, Journal of Econometrics",15
Physics & Mathematics,Probability & Statistics with Applications,journal-of-statistical-software,55,0,Journal of Statistical Software,259
Physics & Mathematics,Probability & Statistics with Applications,journal-of-business-and-economic-statistics,53,0,Journal of Business & Economic Statistics,12
Physics & Mathematics,Probability & Statistics with Applications,statistics-in-medicine,50,0,Statistics in Medicine,158
Physics & Mathematics,Probability & Statistics with Applications,journal-of-the-royal-statistical-society-series-b-statistical-methodology,49,0,Journal of The Royal Statistical Society Series B-statistical Methodology,36
Physics & Mathematics,Probability & Statistics with Applications,biometrika,48,0,Biometrika,20
Physics & Mathematics,Probability & Statistics with Applications,the-annals-of-probability,44,0,Annals of Probability,2
Physics & Mathematics,Probability & Statistics with Applications,the-american-statistician,43,0,The American Statistician,19
Physics & Mathematics,Probability & Statistics with Applications,statistical-science,42,0,Statistical Science,70
Physics & Mathematics,Probability & Statistics with Applications,the-annals-of-applied-statistics,41,0,The Annals of Applied Statistics,225
Physics & Mathematics,Probability & Statistics with Applications,bernoulli,39,0,Bernoulli,12
Physics & Mathematics,Probability & Statistics with Applications,journal-of-computational-and-graphical-statistics,39,0,Journal of Computational and Graphical Statistics,97
Physics & Mathematics,Probability & Statistics with Applications,stochastic-processes-and-their-applications,38,0,Stochastic Processes and their Applications,2
Physics & Mathematics,Probability & Statistics with Applications,statistics-and-computing,36,0,Statistics and Computing,104
Physics & Mathematics,Probability & Statistics with Applications,biometrics,36,0,Biometrics,80
Physics & Mathematics,Pure & Applied Mathematics,advances-in-difference-equations,71,0,Advances in Difference Equations,40
Physics & Mathematics,Pure & Applied Mathematics,journal-of-inequalities-and-applications,40,0,Journal of Inequalities and Applications,11
Physics & Mathematics,Pure & Applied Mathematics,journal-of-function-spaces,35,0,Journal of function spaces,27
Physics & Mathematics,Pure & Applied Mathematics,discrete-applied-mathematics,34,0,Discrete Applied Mathematics,8
Physics & Mathematics,Pure & Applied Mathematics,bulletin-of-the-malaysian-mathematical-sciences-society,29,0,Bulletin of the Malaysian Mathematical Sciences Society,5
Physics & Mathematics,Pure & Applied Mathematics,journal-of-combinatorial-theory-series-b,28,0,"Journal of Combinatorial Theory, Series A, Journal of Combinatorial Theory, Series B",25
Physics & Mathematics,Pure & Applied Mathematics,filomat,28,0,Filomat,21
Physics & Mathematics,Pure & Applied Mathematics,discrete-mathematics,26,0,Discrete Mathematics,4
Physics & Mathematics,Pure & Applied Mathematics,siam-journal-on-discrete-mathematics,26,0,SIAM Journal on Discrete Mathematics,4
Physics & Mathematics,Pure & Applied Mathematics,turkish-journal-of-mathematics,25,0,Turkish Journal of Mathematics,1
Physics & Mathematics,Pure & Applied Mathematics,boundary-value-problems,25,0,Boundary Value Problems,4
Physics & Mathematics,Pure & Applied Mathematics,journal-of-graph-theory,22,0,Journal of Group Theory,2
Physics & Mathematics,Pure & Applied Mathematics,mathematical-sciences,21,0,Mathematical sciences,3
Physics & Mathematics,Pure & Applied Mathematics,miskolc-mathematical-notes,21,0,Miskolc Mathematical Notes,5
Physics & Mathematics,Pure & Applied Mathematics,annali-di-matematica-pura-ed-applicata,20,0,Annali di Matematica Pura ed Applicata,5
Physics & Mathematics,Pure & Applied Mathematics,algebraic-geometry,20,0,Algebraic geometry,3
Physics & Mathematics,Spectroscopy & Molecular Physics,the-journal-of-chemical-physics,97,0,Journal of Chemical Physics,144
Physics & Mathematics,Spectroscopy & Molecular Physics,journal-of-chemical-theory-and-computation,86,0,Journal of Chemical Theory and Computation,87
Physics & Mathematics,Spectroscopy & Molecular Physics,spectrochimica-acta-part-a-molecular-and-biomolecular-spectroscopy,73,0,Spectrochimica Acta Part A: Molecular and Biomolecular Spectroscopy,1
Physics & Mathematics,Spectroscopy & Molecular Physics,chemical-physics-letters,55,0,Chemical Physics Letters,6
Physics & Mathematics,Spectroscopy & Molecular Physics,the-journal-of-physical-chemistry-a,54,0,"Journal of Physical Chemistry A, Journal of Physical Chemistry B, Journal of Physical Chemistry C, The Journal of Physical Chemistry, The journal of physical chemistry",54
Physics & Mathematics,Spectroscopy & Molecular Physics,international-journal-of-quantum-chemistry,39,0,International Journal of Quantum Chemistry,3
Physics & Mathematics,Spectroscopy & Molecular Physics,journal-of-quantitative-spectroscopy-and-radiative-transfer,38,0,Journal of Quantitative Spectroscopy & Radiative Transfer,2
Physics & Mathematics,Spectroscopy & Molecular Physics,applied-spectroscopy-reviews,36,0,Applied Spectroscopy Reviews,1
Physics & Mathematics,Spectroscopy & Molecular Physics,spectrochimica-acta-part-b-atomic-spectroscopy,35,0,Spectrochimica Acta Part B: Atomic Spectroscopy,3
Physics & Mathematics,Spectroscopy & Molecular Physics,journal-of-raman-spectroscopy,34,0,Journal of Raman Spectroscopy,4
Physics & Mathematics,Spectroscopy & Molecular Physics,journal-of-magnetic-resonance,33,0,Journal of Magnetic Resonance,4
Physics & Mathematics,Spectroscopy & Molecular Physics,molecular-physics,33,0,Molecular Physics,3
Physics & Mathematics,Spectroscopy & Molecular Physics,applied-spectroscopy,29,0,Applied Spectroscopy,5
Physics & Mathematics,Spectroscopy & Molecular Physics,atoms,25,0,Atoms,3
Physics & Mathematics,Thermal Sciences,applied-thermal-engineering,114,0,Applied Thermal Engineering,1
Physics & Mathematics,Thermal Sciences,international-journal-of-heat-and-mass-transfer,108,0,International Journal of Heat and Mass Transfer,4
Physics & Mathematics,Thermal Sciences,journal-of-thermal-analysis-and-calorimetry,95,0,Journal of Thermal Analysis and Calorimetry,5
Physics & Mathematics,Thermal Sciences,international-journal-of-thermal-sciences,63,0,International Journal of Thermal Sciences,1
Physics & Mathematics,Thermal Sciences,experimental-thermal-and-fluid-science,40,0,Experimental Thermal and Fluid Science,1
Physics & Mathematics,Thermal Sciences,heat-and-mass-transfer,35,0,Heat and Mass Transfer,1
Social Sciences,Academic & Psychological Testing,psychological-methods,60,0,Psychological Methods,6
Social Sciences,Academic & Psychological Testing,assessment,59,0,Assessment,2
Social Sciences,Academic & Psychological Testing,psychological-assessment,54,0,Psychological Assessment,2
Social Sciences,Academic & Psychological Testing,journal-of-personality-assessment,40,0,Journal of Personality Assessment,1
Social Sciences,Academic & Psychological Testing,assessing-writing,36,0,Assessing Writing,2
Social Sciences,Academic & Psychological Testing,multivariate-behavioral-research,35,0,Multivariate Behavioral Research,9
Social Sciences,Academic & Psychological Testing,educational-and-psychological-measurement,34,0,Educational and Psychological Measurement,5
Social Sciences,Academic & Psychological Testing,european-journal-of-psychological-assessment,34,0,European Journal of Psychological Assessment,1
Social Sciences,Academic & Psychological Testing,language-testing,32,0,Language Testing,17
Social Sciences,Academic & Psychological Testing,psychometrika,29,0,Psychometrika,37
Social Sciences,Academic & Psychological Testing,journal-of-psychoeducational-assessment,29,0,Journal of Psychoeducational Assessment,2
Social Sciences,Academic & Psychological Testing,language-testing-in-asia,26,0,Language Testing in Asia,34
